datetime,power_watts,time_seconds
2025-12-04 01:22:31.703,33.96,0.0
2025-12-04 01:22:31.811,33.96,0.108
2025-12-04 01:22:31.913,33.96,0.21
2025-12-04 01:22:32.015,33.96,0.312
2025-12-04 01:22:32.117,33.96,0.414
2025-12-04 01:22:32.219,33.96,0.516
2025-12-04 01:22:32.320,33.96,0.617
2025-12-04 01:22:32.422,34.25,0.719
2025-12-04 01:22:32.527,34.25,0.824
2025-12-04 01:22:32.628,34.25,0.925
2025-12-04 01:22:32.731,34.239999999999995,1.028
2025-12-04 01:22:32.834,34.239999999999995,1.131
2025-12-04 01:22:32.936,34.239999999999995,1.233
2025-12-04 01:22:33.038,34.239999999999995,1.335
2025-12-04 01:22:33.140,34.239999999999995,1.437
2025-12-04 01:22:33.242,34.239999999999995,1.539
2025-12-04 01:22:33.344,34.239999999999995,1.641
2025-12-04 01:22:33.446,33.95,1.743
2025-12-04 01:22:33.550,33.95,1.847
2025-12-04 01:22:33.651,33.95,1.948
2025-12-04 01:22:33.753,33.86,2.05
2025-12-04 01:22:33.857,33.86,2.154
2025-12-04 01:22:33.959,33.86,2.256
2025-12-04 01:22:34.060,33.86,2.357
2025-12-04 01:22:34.162,33.86,2.459
2025-12-04 01:22:34.264,33.86,2.561
2025-12-04 01:22:34.366,34.150000000000006,2.663
2025-12-04 01:22:34.470,34.150000000000006,2.767
2025-12-04 01:22:34.574,34.150000000000006,2.871
2025-12-04 01:22:34.676,34.150000000000006,2.973
2025-12-04 01:22:34.778,34.150000000000006,3.075
2025-12-04 01:22:34.880,34.150000000000006,3.177
2025-12-04 01:22:34.982,34.150000000000006,3.279
2025-12-04 01:22:35.083,34.150000000000006,3.38
2025-12-04 01:22:35.185,34.150000000000006,3.482
2025-12-04 01:22:35.287,34.150000000000006,3.584
2025-12-04 01:22:35.389,33.86,3.686
2025-12-04 01:22:35.493,33.86,3.79
2025-12-04 01:22:35.597,33.86,3.894
2025-12-04 01:22:35.699,33.86,3.996
2025-12-04 01:22:35.801,33.86,4.098
2025-12-04 01:22:35.903,33.86,4.2
2025-12-04 01:22:36.005,33.86,4.302
2025-12-04 01:22:36.107,33.86,4.404
2025-12-04 01:22:36.209,33.86,4.506
2025-12-04 01:22:36.310,33.86,4.607
2025-12-04 01:22:36.412,33.96,4.709
2025-12-04 01:22:36.516,33.86,4.813
2025-12-04 01:22:36.620,33.86,4.917
2025-12-04 01:22:36.722,33.86,5.019
2025-12-04 01:22:36.824,33.86,5.121
2025-12-04 01:22:36.926,33.86,5.223
2025-12-04 01:22:37.028,33.86,5.325
2025-12-04 01:22:37.130,33.86,5.427
2025-12-04 01:22:37.232,33.86,5.529
2025-12-04 01:22:37.333,33.86,5.63
2025-12-04 01:22:37.435,34.15,5.732
2025-12-04 01:22:37.542,34.15,5.839
2025-12-04 01:22:37.643,34.15,5.94
2025-12-04 01:22:37.745,34.15,6.042
2025-12-04 01:22:37.847,34.15,6.144
2025-12-04 01:22:37.949,34.15,6.246
2025-12-04 01:22:38.050,34.15,6.347
2025-12-04 01:22:38.152,34.15,6.449
2025-12-04 01:22:38.254,34.15,6.551
2025-12-04 01:22:38.356,34.15,6.653
2025-12-04 01:22:38.458,34.150000000000006,6.755
2025-12-04 01:22:38.565,34.150000000000006,6.862
2025-12-04 01:22:38.667,34.150000000000006,6.964
2025-12-04 01:22:38.769,34.150000000000006,7.066
2025-12-04 01:22:38.870,34.150000000000006,7.167
2025-12-04 01:22:38.972,34.150000000000006,7.269
2025-12-04 01:22:39.074,34.150000000000006,7.371
2025-12-04 01:22:39.176,34.150000000000006,7.473
2025-12-04 01:22:39.278,34.34,7.575
2025-12-04 01:22:39.382,34.34,7.679
