datetime,power_watts,time_seconds
2025-12-05 02:37:06.256,,0.0
2025-12-05 02:37:06.363,33.94,0.107
2025-12-05 02:37:06.465,33.94,0.209
2025-12-05 02:37:06.566,33.94,0.31
2025-12-05 02:37:06.668,33.94,0.412
2025-12-05 02:37:06.770,33.94,0.514
2025-12-05 02:37:06.871,33.94,0.615
2025-12-05 02:37:06.973,33.94,0.717
2025-12-05 02:37:07.117,33.94,0.861
2025-12-05 02:37:07.219,34.12,0.963
2025-12-05 02:37:07.324,34.245,1.068
2025-12-05 02:37:07.428,34.19,1.172
2025-12-05 02:37:07.529,34.19,1.273
2025-12-05 02:37:07.631,34.19,1.375
2025-12-05 02:37:07.733,34.19,1.477
2025-12-05 02:37:07.834,34.19,1.578
2025-12-05 02:37:07.936,34.19,1.68
2025-12-05 02:37:08.038,34.19,1.782
2025-12-05 02:37:08.140,34.19,1.884
2025-12-05 02:37:08.241,34.05,1.985
2025-12-05 02:37:08.346,33.915,2.09
2025-12-05 02:37:08.450,33.92,2.194
2025-12-05 02:37:08.552,33.92,2.296
2025-12-05 02:37:08.654,33.92,2.398
2025-12-05 02:37:08.756,33.92,2.5
2025-12-05 02:37:08.858,33.92,2.602
2025-12-05 02:37:08.959,33.92,2.703
2025-12-05 02:37:09.061,33.92,2.805
2025-12-05 02:37:09.168,33.92,2.912
2025-12-05 02:37:09.269,33.92,3.013
2025-12-05 02:37:09.374,33.92,3.118
2025-12-05 02:37:09.478,33.92,3.222
2025-12-05 02:37:09.580,33.92,3.324
2025-12-05 02:37:09.681,33.92,3.425
2025-12-05 02:37:09.783,34.06,3.527
2025-12-05 02:37:09.888,34.2,3.632
2025-12-05 02:37:09.990,34.2,3.734
2025-12-05 02:37:10.091,34.2,3.835
2025-12-05 02:37:10.193,34.2,3.937
2025-12-05 02:37:10.310,34.155,4.054
2025-12-05 02:37:10.414,34.11,4.158
2025-12-05 02:37:10.516,34.11,4.26
2025-12-05 02:37:10.618,34.11,4.362
2025-12-05 02:37:10.720,34.11,4.464
2025-12-05 02:37:10.821,34.065,4.565
2025-12-05 02:37:10.925,34.019999999999996,4.669
2025-12-05 02:37:11.027,34.019999999999996,4.771
2025-12-05 02:37:11.129,34.019999999999996,4.873
2025-12-05 02:37:11.230,34.019999999999996,4.974
2025-12-05 02:37:11.333,34.205,5.077
2025-12-05 02:37:11.436,34.39,5.18
2025-12-05 02:37:11.539,34.39,5.283
2025-12-05 02:37:11.640,34.39,5.384
2025-12-05 02:37:11.742,34.39,5.486
2025-12-05 02:37:11.843,34.34,5.587
2025-12-05 02:37:11.947,34.29,5.691
2025-12-05 02:37:12.049,34.29,5.793
2025-12-05 02:37:12.151,34.29,5.895
2025-12-05 02:37:12.252,34.295,5.996
2025-12-05 02:37:12.357,34.3,6.101
2025-12-05 02:37:12.458,34.3,6.202
2025-12-05 02:37:12.560,34.3,6.304
2025-12-05 02:37:12.661,34.3,6.405
2025-12-05 02:37:12.763,34.3,6.507
2025-12-05 02:37:12.865,34.3,6.609
2025-12-05 02:37:12.969,34.3,6.713
2025-12-05 02:37:13.071,34.3,6.815
2025-12-05 02:37:13.173,34.3,6.917
2025-12-05 02:37:13.285,34.155,7.029
2025-12-05 02:37:13.389,34.010000000000005,7.133
2025-12-05 02:37:13.491,34.010000000000005,7.235
2025-12-05 02:37:13.592,34.010000000000005,7.336
2025-12-05 02:37:13.694,34.010000000000005,7.438
2025-12-05 02:37:13.796,34.010000000000005,7.54
2025-12-05 02:37:13.897,33.965,7.641
2025-12-05 02:37:14.002,33.92,7.746
2025-12-05 02:37:14.103,33.92,7.847
2025-12-05 02:37:14.205,33.92,7.949
2025-12-05 02:37:14.307,33.915,8.051
2025-12-05 02:37:14.411,33.91,8.155
2025-12-05 02:37:14.512,33.91,8.256
2025-12-05 02:37:14.614,33.91,8.358
2025-12-05 02:37:14.716,34.144999999999996,8.46
2025-12-05 02:37:14.820,34.379999999999995,8.564
2025-12-05 02:37:14.922,34.379999999999995,8.666
2025-12-05 02:37:15.023,34.379999999999995,8.767
2025-12-05 02:37:15.125,34.379999999999995,8.869
2025-12-05 02:37:15.227,34.379999999999995,8.971
2025-12-05 02:37:15.328,34.339999999999996,9.072
2025-12-05 02:37:15.432,34.3,9.176
2025-12-05 02:37:15.534,34.3,9.278
2025-12-05 02:37:15.636,34.3,9.38
2025-12-05 02:37:15.737,34.065,9.481
2025-12-05 02:37:15.841,33.83,9.585
2025-12-05 02:37:15.943,33.83,9.687
2025-12-05 02:37:16.045,33.83,9.789
