datetime,power_watts,time_seconds
2025-12-02 20:55:28.320,34.64,0.0
2025-12-02 20:55:28.427,34.64,0.107
2025-12-02 20:55:28.529,34.64,0.209
2025-12-02 20:55:28.631,34.64,0.311
2025-12-02 20:55:28.733,34.64,0.413
2025-12-02 20:55:28.835,34.64,0.515
2025-12-02 20:55:28.936,34.64,0.616
2025-12-02 20:55:29.038,34.64,0.718
2025-12-02 20:55:29.140,34.64,0.82
2025-12-02 20:55:29.242,34.64,0.922
2025-12-02 20:55:29.344,34.71,1.024
2025-12-02 20:55:29.450,34.71,1.13
2025-12-02 20:55:29.552,35.0,1.232
2025-12-02 20:55:29.657,35.0,1.337
2025-12-02 20:55:29.759,35.0,1.439
2025-12-02 20:55:29.861,35.0,1.541
2025-12-02 20:55:29.963,35.0,1.643
2025-12-02 20:55:30.064,35.0,1.744
2025-12-02 20:55:30.166,35.0,1.846
2025-12-02 20:55:30.268,35.0,1.948
2025-12-02 20:55:30.370,35.01,2.05
2025-12-02 20:55:30.474,35.01,2.154
2025-12-02 20:55:30.576,34.730000000000004,2.256
2025-12-02 20:55:30.681,34.730000000000004,2.361
2025-12-02 20:55:30.783,34.730000000000004,2.463
2025-12-02 20:55:30.884,34.730000000000004,2.564
2025-12-02 20:55:30.986,34.730000000000004,2.666
2025-12-02 20:55:31.088,34.730000000000004,2.768
2025-12-02 20:55:31.190,34.730000000000004,2.87
2025-12-02 20:55:31.292,34.730000000000004,2.972
2025-12-02 20:55:31.394,34.730000000000004,3.074
2025-12-02 20:55:31.498,34.730000000000004,3.178
2025-12-02 20:55:31.600,34.730000000000004,3.28
2025-12-02 20:55:31.704,35.2,3.384
2025-12-02 20:55:31.808,35.2,3.488
2025-12-02 20:55:31.910,35.2,3.59
2025-12-02 20:55:32.012,35.2,3.692
2025-12-02 20:55:32.114,35.2,3.794
2025-12-02 20:55:32.215,35.2,3.895
2025-12-02 20:55:32.317,35.2,3.997
2025-12-02 20:55:32.419,35.2,4.099
2025-12-02 20:55:32.521,35.2,4.201
2025-12-02 20:55:32.623,35.290000000000006,4.303
2025-12-02 20:55:32.726,34.72,4.406
2025-12-02 20:55:32.831,34.72,4.511
2025-12-02 20:55:32.933,34.72,4.613
2025-12-02 20:55:33.034,34.72,4.714
2025-12-02 20:55:33.136,34.72,4.816
2025-12-02 20:55:33.238,34.72,4.918
2025-12-02 20:55:33.340,34.72,5.02
2025-12-02 20:55:33.448,34.72,5.128
2025-12-02 20:55:33.550,34.72,5.23
2025-12-02 20:55:33.652,34.730000000000004,5.332
2025-12-02 20:55:33.756,34.83,5.436
2025-12-02 20:55:33.860,34.83,5.54
2025-12-02 20:55:33.962,34.83,5.642
2025-12-02 20:55:34.064,34.83,5.744
2025-12-02 20:55:34.166,34.83,5.846
2025-12-02 20:55:34.268,34.83,5.948
2025-12-02 20:55:34.370,34.83,6.05
2025-12-02 20:55:34.473,34.83,6.153
2025-12-02 20:55:34.575,35.01,6.255
2025-12-02 20:55:34.681,35.01,6.361
2025-12-02 20:55:34.783,34.91,6.463
2025-12-02 20:55:34.888,34.91,6.568
2025-12-02 20:55:34.990,34.91,6.67
2025-12-02 20:55:35.092,34.91,6.772
2025-12-02 20:55:35.194,34.91,6.874
2025-12-02 20:55:35.296,34.91,6.976
2025-12-02 20:55:35.397,34.91,7.077
2025-12-02 20:55:35.499,34.91,7.179
2025-12-02 20:55:35.601,34.72,7.281
2025-12-02 20:55:35.705,34.72,7.385
2025-12-02 20:55:35.806,34.69,7.486
2025-12-02 20:55:35.911,34.69,7.591
2025-12-02 20:55:36.013,34.69,7.693
2025-12-02 20:55:36.115,34.69,7.795
2025-12-02 20:55:36.216,34.69,7.896
2025-12-02 20:55:36.319,34.69,7.999
2025-12-02 20:55:36.420,34.69,8.1
2025-12-02 20:55:36.522,34.69,8.202
2025-12-02 20:55:36.624,34.69,8.304
2025-12-02 20:55:36.728,35.1,8.408
2025-12-02 20:55:36.832,35.1,8.512
2025-12-02 20:55:36.934,35.1,8.614
2025-12-02 20:55:37.035,35.1,8.715
2025-12-02 20:55:37.137,35.1,8.817
2025-12-02 20:55:37.239,35.1,8.919
2025-12-02 20:55:37.341,35.1,9.021
2025-12-02 20:55:37.443,35.1,9.123
2025-12-02 20:55:37.545,35.1,9.225
2025-12-02 20:55:37.647,35.0,9.327
2025-12-02 20:55:37.752,34.59,9.432
2025-12-02 20:55:37.856,34.59,9.536
2025-12-02 20:55:37.958,34.59,9.638
2025-12-02 20:55:38.060,34.59,9.74
2025-12-02 20:55:38.162,34.59,9.842
2025-12-02 20:55:38.264,34.59,9.944
2025-12-02 20:55:38.366,34.59,10.046
2025-12-02 20:55:38.468,34.59,10.148
2025-12-02 20:55:38.570,34.59,10.25
2025-12-02 20:55:38.671,34.5,10.351
2025-12-02 20:55:38.775,34.5,10.455
2025-12-02 20:55:38.879,34.5,10.559
2025-12-02 20:55:38.981,34.5,10.661
2025-12-02 20:55:39.082,34.5,10.762
2025-12-02 20:55:39.184,34.5,10.864
2025-12-02 20:55:39.286,34.5,10.966
2025-12-02 20:55:39.388,34.5,11.068
2025-12-02 20:55:39.489,34.5,11.169
2025-12-02 20:55:39.591,34.79,11.271
2025-12-02 20:55:39.696,34.79,11.376
2025-12-02 20:55:39.798,34.78,11.478
2025-12-02 20:55:39.902,34.78,11.582
2025-12-02 20:55:40.004,34.78,11.684
2025-12-02 20:55:40.106,34.78,11.786
2025-12-02 20:55:40.208,34.78,11.888
2025-12-02 20:55:40.310,34.78,11.99
2025-12-02 20:55:40.412,34.78,12.092
2025-12-02 20:55:40.513,34.78,12.193
2025-12-02 20:55:40.615,34.58,12.295
2025-12-02 20:55:40.720,34.58,12.4
2025-12-02 20:55:40.822,34.58,12.502
2025-12-02 20:55:40.926,34.58,12.606
2025-12-02 20:55:41.033,34.58,12.713
2025-12-02 20:55:41.135,34.58,12.815
2025-12-02 20:55:41.237,34.58,12.917
2025-12-02 20:55:41.339,34.58,13.019
2025-12-02 20:55:41.441,34.58,13.121
2025-12-02 20:55:41.543,34.58,13.223
2025-12-02 20:55:41.645,34.489999999999995,13.325
2025-12-02 20:55:41.749,34.879999999999995,13.429
2025-12-02 20:55:41.853,34.879999999999995,13.533
2025-12-02 20:55:41.955,34.879999999999995,13.635
2025-12-02 20:55:42.057,34.879999999999995,13.737
2025-12-02 20:55:42.159,34.879999999999995,13.839
2025-12-02 20:55:42.261,34.879999999999995,13.941
2025-12-02 20:55:42.363,34.879999999999995,14.043
2025-12-02 20:55:42.465,34.879999999999995,14.145
2025-12-02 20:55:42.566,34.879999999999995,14.246
2025-12-02 20:55:42.668,34.879999999999995,14.348
2025-12-02 20:55:42.772,34.59,14.452
2025-12-02 20:55:42.876,34.59,14.556
2025-12-02 20:55:42.979,34.59,14.659
2025-12-02 20:55:43.080,34.59,14.76
2025-12-02 20:55:43.182,34.59,14.862
2025-12-02 20:55:43.284,34.59,14.964
2025-12-02 20:55:43.386,34.59,15.066
2025-12-02 20:55:43.488,34.59,15.168
2025-12-02 20:55:43.590,34.59,15.27
2025-12-02 20:55:43.691,34.489999999999995,15.371
2025-12-02 20:55:43.825,34.489999999999995,15.505
2025-12-02 20:55:43.929,34.489999999999995,15.609
2025-12-02 20:55:44.031,34.489999999999995,15.711
2025-12-02 20:55:44.133,34.489999999999995,15.813
2025-12-02 20:55:44.234,34.489999999999995,15.914
2025-12-02 20:55:44.336,34.489999999999995,16.016
2025-12-02 20:55:44.439,34.489999999999995,16.119
