datetime,power_watts,time_seconds
2025-12-04 22:47:21.305,33.64,0.0
2025-12-04 22:47:21.441,33.64,0.136
2025-12-04 22:47:21.543,33.64,0.238
2025-12-04 22:47:21.645,33.64,0.34
2025-12-04 22:47:21.747,33.64,0.442
2025-12-04 22:47:21.849,33.64,0.544
2025-12-04 22:47:21.950,33.64,0.645
2025-12-04 22:47:22.052,33.64,0.747
2025-12-04 22:47:22.154,33.64,0.849
2025-12-04 22:47:22.256,33.64,0.951
2025-12-04 22:47:22.358,33.72,1.053
2025-12-04 22:47:22.464,33.72,1.159
2025-12-04 22:47:22.566,33.72,1.261
2025-12-04 22:47:22.668,33.72,1.363
2025-12-04 22:47:22.770,33.72,1.465
2025-12-04 22:47:22.871,33.72,1.566
2025-12-04 22:47:22.973,33.72,1.668
2025-12-04 22:47:23.074,33.72,1.769
2025-12-04 22:47:23.176,33.72,1.871
2025-12-04 22:47:23.278,33.72,1.973
2025-12-04 22:47:23.380,33.730000000000004,2.075
2025-12-04 22:47:23.486,34.11,2.181
2025-12-04 22:47:23.590,34.11,2.285
2025-12-04 22:47:23.692,34.11,2.387
2025-12-04 22:47:23.794,34.11,2.489
2025-12-04 22:47:23.896,34.11,2.591
2025-12-04 22:47:23.998,34.11,2.693
2025-12-04 22:47:24.099,34.4,2.794
2025-12-04 22:47:24.203,34.4,2.898
2025-12-04 22:47:24.305,34.4,3.0
2025-12-04 22:47:24.452,34.4,3.147
2025-12-04 22:47:24.554,34.019999999999996,3.249
2025-12-04 22:47:24.658,34.019999999999996,3.353
2025-12-04 22:47:24.760,34.019999999999996,3.455
2025-12-04 22:47:24.883,34.019999999999996,3.578
2025-12-04 22:47:24.985,34.019999999999996,3.68
2025-12-04 22:47:25.087,34.019999999999996,3.782
2025-12-04 22:47:25.188,33.83,3.883
2025-12-04 22:47:25.293,33.83,3.988
2025-12-04 22:47:25.394,33.83,4.089
2025-12-04 22:47:25.496,33.83,4.191
2025-12-04 22:47:25.598,33.83,4.293
2025-12-04 22:47:25.701,33.83,4.396
2025-12-04 22:47:25.803,33.83,4.498
2025-12-04 22:47:25.905,33.83,4.6
2025-12-04 22:47:26.006,33.83,4.701
2025-12-04 22:47:26.108,33.83,4.803
2025-12-04 22:47:26.210,33.83,4.905
2025-12-04 22:47:26.314,33.83,5.009
2025-12-04 22:47:26.415,33.83,5.11
2025-12-04 22:47:26.517,33.83,5.212
2025-12-04 22:47:26.620,33.83,5.315
2025-12-04 22:47:26.724,33.83,5.419
2025-12-04 22:47:26.825,33.83,5.52
2025-12-04 22:47:26.927,33.83,5.622
2025-12-04 22:47:27.029,33.83,5.724
2025-12-04 22:47:27.131,33.83,5.826
2025-12-04 22:47:27.233,33.74,5.928
2025-12-04 22:47:27.337,33.74,6.032
2025-12-04 22:47:27.438,33.74,6.133
2025-12-04 22:47:27.540,33.74,6.235
2025-12-04 22:47:27.642,33.650000000000006,6.337
2025-12-04 22:47:27.746,33.650000000000006,6.441
2025-12-04 22:47:27.848,33.650000000000006,6.543
2025-12-04 22:47:27.950,33.650000000000006,6.645
2025-12-04 22:47:28.051,33.650000000000006,6.746
2025-12-04 22:47:28.168,33.650000000000006,6.863
2025-12-04 22:47:28.270,33.64,6.965
2025-12-04 22:47:28.374,33.64,7.069
2025-12-04 22:47:28.476,33.64,7.171
2025-12-04 22:47:28.578,33.82,7.273
2025-12-04 22:47:28.682,33.82,7.377
2025-12-04 22:47:28.784,33.82,7.479
2025-12-04 22:47:28.886,33.82,7.581
2025-12-04 22:47:28.988,33.82,7.683
2025-12-04 22:47:29.090,34.21,7.785
2025-12-04 22:47:29.194,34.21,7.889
2025-12-04 22:47:29.296,34.21,7.991
2025-12-04 22:47:29.398,34.21,8.093
2025-12-04 22:47:29.510,34.21,8.205
2025-12-04 22:47:29.611,34.129999999999995,8.306
2025-12-04 22:47:29.716,34.129999999999995,8.411
2025-12-04 22:47:29.817,34.129999999999995,8.512
2025-12-04 22:47:29.919,34.129999999999995,8.614
2025-12-04 22:47:30.021,34.129999999999995,8.716
2025-12-04 22:47:30.122,33.65,8.817
2025-12-04 22:47:30.226,33.65,8.921
2025-12-04 22:47:30.328,33.65,9.023
2025-12-04 22:47:30.430,33.65,9.125
2025-12-04 22:47:30.531,33.65,9.226
2025-12-04 22:47:30.633,33.730000000000004,9.328
2025-12-04 22:47:30.737,33.730000000000004,9.432
2025-12-04 22:47:30.838,33.730000000000004,9.533
2025-12-04 22:47:30.940,33.730000000000004,9.635
2025-12-04 22:47:31.042,33.730000000000004,9.737
2025-12-04 22:47:31.144,33.730000000000004,9.839
2025-12-04 22:47:31.248,33.730000000000004,9.943
2025-12-04 22:47:31.350,33.730000000000004,10.045
2025-12-04 22:47:31.451,33.730000000000004,10.146
2025-12-04 22:47:31.553,33.730000000000004,10.248
2025-12-04 22:47:31.654,33.64,10.349
2025-12-04 22:47:31.758,33.64,10.453
2025-12-04 22:47:31.860,33.64,10.555
2025-12-04 22:47:31.962,33.64,10.657
2025-12-04 22:47:32.063,33.64,10.758
2025-12-04 22:47:32.165,33.64,10.86
2025-12-04 22:47:32.269,33.64,10.964
2025-12-04 22:47:32.371,33.64,11.066
2025-12-04 22:47:32.473,33.64,11.168
2025-12-04 22:47:32.574,33.64,11.269
2025-12-04 22:47:32.676,33.64,11.371
2025-12-04 22:47:32.780,33.64,11.475
2025-12-04 22:47:32.882,33.64,11.577
2025-12-04 22:47:32.983,33.64,11.678
2025-12-04 22:47:33.085,33.64,11.78
2025-12-04 22:47:33.187,33.83,11.882
2025-12-04 22:47:33.292,33.83,11.987
2025-12-04 22:47:33.394,33.83,12.089
2025-12-04 22:47:33.495,34.31,12.19
2025-12-04 22:47:33.600,34.31,12.295
2025-12-04 22:47:33.701,34.31,12.396
2025-12-04 22:47:33.803,34.31,12.498
