datetime,power_watts,time_seconds
2025-07-26 23:32:09.703,572.03,0.0
2025-07-26 23:32:09.818,572.05,0.115
2025-07-26 23:32:09.918,572.11,0.215
2025-07-26 23:32:10.019,572.11,0.316
2025-07-26 23:32:10.119,572.19,0.416
2025-07-26 23:32:10.220,572.19,0.517
2025-07-26 23:32:10.320,572.16,0.617
2025-07-26 23:32:10.420,572.26,0.717
2025-07-26 23:32:10.521,572.29,0.818
2025-07-26 23:32:10.621,572.4,0.918
2025-07-26 23:32:10.721,572.49,1.018
2025-07-26 23:32:10.822,572.5699999999999,1.119
2025-07-26 23:32:10.922,572.52,1.219
2025-07-26 23:32:11.023,572.51,1.32
2025-07-26 23:32:11.123,572.53,1.42
2025-07-26 23:32:11.224,572.5,1.521
2025-07-26 23:32:11.324,572.52,1.621
2025-07-26 23:32:11.425,572.09,1.722
2025-07-26 23:32:12.208,573.86,2.505
2025-07-26 23:32:12.322,574.22,2.619
2025-07-26 23:32:12.427,574.6700000000001,2.724
2025-07-26 23:32:12.530,577.0899999999999,2.827
2025-07-26 23:32:12.630,581.69,2.927
2025-07-26 23:32:12.731,586.58,3.028
2025-07-26 23:32:12.831,590.72,3.128
2025-07-26 23:32:12.932,595.08,3.229
2025-07-26 23:32:13.032,599.86,3.329
2025-07-26 23:32:13.132,603.6899999999999,3.429
2025-07-26 23:32:13.233,607.91,3.53
2025-07-26 23:32:13.333,612.85,3.63
2025-07-26 23:32:13.434,617.17,3.731
2025-07-26 23:32:13.534,619.36,3.831
2025-07-26 23:32:13.635,619.3299999999999,3.932
2025-07-26 23:32:13.735,619.34,4.032
2025-07-26 23:32:13.847,619.33,4.144
2025-07-26 23:32:13.970,619.29,4.267
2025-07-26 23:32:14.088,619.29,4.385
2025-07-26 23:32:14.216,619.36,4.513
2025-07-26 23:32:14.339,619.43,4.636
2025-07-26 23:32:14.465,619.62,4.762
2025-07-26 23:32:14.660,619.74,4.957
2025-07-26 23:32:14.838,619.8,5.135
2025-07-26 23:32:14.981,619.84,5.278
2025-07-26 23:32:15.231,619.92,5.528
2025-07-26 23:32:15.385,619.79,5.682
2025-07-26 23:32:15.659,619.73,5.956
2025-07-26 23:32:15.767,617.34,6.064
2025-07-26 23:32:15.880,612.74,6.177
2025-07-26 23:32:15.983,607.87,6.28
2025-07-26 23:32:16.094,603.19,6.391
2025-07-26 23:32:16.243,593.73,6.54
2025-07-26 23:32:16.366,589.06,6.663
2025-07-26 23:32:16.519,583.03,6.816
2025-07-26 23:32:16.630,586.74,6.927
2025-07-26 23:32:16.743,599.9300000000001,7.04
2025-07-26 23:32:16.893,621.6700000000001,7.19
2025-07-26 23:32:17.029,658.52,7.326
2025-07-26 23:32:17.167,696.96,7.464
2025-07-26 23:32:17.289,730.54,7.586
