gpu_id,duty,avg_power_W,avg_power_minus_idle_W,stddev_power_W,num_samples
0,0.1000,87.841600,8.298498,0.579537,25
0,0.2000,88.253480,8.710378,0.147766,25
0,0.3000,88.272680,8.729578,0.284265,25
0,0.4000,87.957120,8.414018,0.116209,25
0,0.5000,88.019680,8.476578,0.088669,25
0,0.6000,110.852680,31.309578,0.739643,25
0,0.7000,111.283120,31.740018,0.160583,25
0,0.8000,111.429680,31.886578,0.163135,25
0,0.9000,190.432000,110.888898,17.253357,26
0,1.0000,198.204654,118.661552,0.536376,26
